Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	sumber	tahun	URL	Match-begin corpus position	Match-end corpus position
98	I1A16002	) itu tidak menanyakan berapa ayat atau hadis yang telah	dihafal olehnya	. Tetapi , ia melihat kotoran batin Al Ghazali yang	)_Z itu_PR tidak_NEG menanyakan_VB berapa_WH ayat_NN atau_CC hadis_NN yang_SC telah_MD	dihafal_VB olehnya_NN	._Z Tetapi_CC ,_Z ia_PRP melihat_VB kotoran_NN batin_NN Al_NNP Ghazali_NN yang_SC	I_populer	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=97	19281857	19281858
99	B1P14002	di pulau-pulau terdepan dan terluar , menunjukkan kegiatan ini sangat	diharapkan oleh mereka	, ” katanya dalam keterangan tertulis yang diterima Gerai Info	di_IN pulau-pulau_NN terdepan_JJ dan_CC terluar_JJ ,_Z menunjukkan_VB kegiatan_NN ini_PR sangat_RB	diharapkan_VB oleh_IN mereka_PRP	,_Z ”_NN katanya_NN dalam_IN keterangan_NN tertulis_VB yang_SC diterima_VB Gerai_VB Info_NNP	B_majalah	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=98	2332451	2332453
100	G1A15004	kehadiran peneliti justru menguntungkan bagi mereka dan kehadiran peneliti selalu	diharapkan oleh mereka	. Proses terus dilakukan , hari demi hari sehingga anak	kehadiran_NN peneliti_NN justru_RB menguntungkan_VB bagi_IN mereka_PRP dan_CC kehadiran_NN peneliti_NN selalu_RB	diharapkan_VB oleh_IN mereka_PRP	._Z Proses_NN terus_RB dilakukan_VB ,_Z hari_NN demi_IN hari_NN sehingga_SC anak_NN	G_disertasi_tesis_skripsi	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=99	15172840	15172842
101	C1A16098	dan terbang ke luar sana , menuju benak orang-orang dan	dihidupkan oleh mereka	. Bila keberuntunganku berlanjut , suatu hari mungkin aku bisa	dan_CC terbang_VB ke_IN luar_NN sana_PR ,_Z menuju_VB benak_NN orang-orang_NN dan_CC	dihidupkan_VB oleh_IN mereka_PRP	._Z Bila_SC keberuntunganku_NN berlanjut_VB ,_Z suatu_CD hari_NN mungkin_MD aku_VB bisa_MD	C_cerpen	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=100	5404944	5404946
102	G1A14001	pejabat atau bekas pejabat dari etnis yang sama dan paling	dihormati oleh mereka	, dan kebetulan para tokoh itu adalah teman penulis juga	pejabat_NN atau_CC bekas_NN pejabat_NN dari_IN etnis_JJ yang_SC sama_JJ dan_CC paling_RB	dihormati_VB oleh_IN mereka_PRP	,_Z dan_CC kebetulan_RB para_DT tokoh_NN itu_PR adalah_VB teman_NN penulis_NN juga_RB	G_disertasi_tesis_skripsi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=101	14773321	14773323
103	E1C16002	f. Kota Madinah adalah kota suci yang wajib dijaga dan	dihormati oleh mereka	yang terikat dengan perjanjian itu . g. Kalau terjadi perselisihan	f._NN Kota_NN Madinah_NN adalah_VB kota_NN suci_JJ yang_SC wajib_JJ dijaga_VB dan_CC	dihormati_VB oleh_IN mereka_PRP	yang_SC terikat_VB dengan_IN perjanjian_NN itu_PR ._Z g._NN Kalau_SC terjadi_VB perselisihan_NN	E_buku_teks	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=102	10423497	10423499
104	C1A11134	soal itu padanya . Itu bukan urusan saya . Saya	dihubungi olehnya	untuk menjadi seorang pendengar ( bukan seseorang yang menatapnya dengan	soal_NN itu_PR padanya_NN ._Z Itu_PR bukan_NEG urusan_NN saya_PRP ._Z Saya_PRP	dihubungi_VB olehnya_NN	untuk_SC menjadi_VB seorang_NND pendengar_NN (_Z bukan_NEG seseorang_PRP yang_SC menatapnya_VB dengan_IN	C_cerpen	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=103	4223257	4223258
105	E1B13001	dengan pekerjaan . Daerah yang menjadi tujuan pergerakan penduduk akan	dihuni oleh mereka	yang memiliki pekerjaan yang beragam . Jenis pekerjaan juga berkembang	dengan_IN pekerjaan_NN ._Z Daerah_NN yang_SC menjadi_VB tujuan_NN pergerakan_NN penduduk_NN akan_MD	dihuni_VB oleh_IN mereka_PRP	yang_SC memiliki_VB pekerjaan_NN yang_SC beragam_CD ._Z Jenis_NND pekerjaan_NN juga_RB berkembang_VB	E_buku_teks	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=104	9567681	9567683
106	C1A17106	lagi dan lagi hingga ia juga melihat dunia yang mungkin	dihuni olehnya	di dalam diriku . Kami terus berusaha menjaga gejolak itu	lagi_RB dan_CC lagi_RB hingga_SC ia_PRP juga_RB melihat_VB dunia_NN yang_SC mungkin_MD	dihuni_VB olehnya_NN	di_IN dalam_IN diriku_NN ._Z Kami_PRP terus_RB berusaha_VB menjaga_VB gejolak_NN itu_PR	C_cerpen	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=105	5663518	5663519
107	B3S16002	dan Pro Cycling Team Sprint . Pro Cycling Keirin biasanya	diikuti oleh mereka	yang ingin membangun stamina dan daya tahan tubuh . Sedangkan	dan_CC Pro_JJ Cycling_NN Team_NNP Sprint_NN ._Z Pro_JJ Cycling_NN Keirin_NN biasanya_RB	diikuti_VB oleh_IN mereka_PRP	yang_SC ingin_RB membangun_VB stamina_NN dan_CC daya_NN tahan_JJ tubuh_NN ._Z Sedangkan_CC	B_majalah	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=106	2940594	2940596
108	I1G11005	Selain pencegahan dan pengobatan , ada juga tip-tip yang dapat	diikuti oleh mereka	yang terkena insomnia . Berikut adalah tip-tip yang dapat diikuti	Selain_IN pencegahan_NN dan_CC pengobatan_NN ,_Z ada_VB juga_RB tip-tip_JJ yang_SC dapat_MD	diikuti_VB oleh_IN mereka_PRP	yang_SC terkena_VB insomnia_NN ._Z Berikut_PR adalah_VB tip-tip_NN yang_SC dapat_MD diikuti_VB	I_populer	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=107	20653071	20653073
109	A3E16054	kelapa dapat menyumbat pori-pori , kata Zalka , yang tidak	diinginkan oleh mereka	yang berjerawat , karena bisa memerburuk kondisi jerawat Anda .	kelapa_NN dapat_MD menyumbat_VB pori-pori_NN ,_Z kata_VB Zalka_NN ,_Z yang_SC tidak_NEG	diinginkan_VB oleh_IN mereka_PRP	yang_SC berjerawat_VB ,_Z karena_SC bisa_MD memerburuk_VB kondisi_NN jerawat_NN Anda_PRP ._Z	A_koran	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=108	944775	944777
110	C1A17103	aku ingin mandi dan buang air tanpa suara agar tidak	diintip oleh mereka	, tapi bagaimana caranya ? Aku semakin bingung dan menceritakannya	aku_VB ingin_RB mandi_VB dan_CC buang_VB air_NN tanpa_IN suara_NN agar_SC tidak_NEG	diintip_VB oleh_IN mereka_PRP	,_Z tapi_CC bagaimana_WH caranya_NN ?_Z Aku_VB semakin_RB bingung_JJ dan_CC menceritakannya_VB	C_cerpen	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=109	5658788	5658790
111	D1A18004	. Pemuda ini ? Lebih baik dia bernyanyi acapela daripada	diiringi olehnya	. " Baik , hadirin . " Padre mengabaikan ekspresi	._Z Pemuda_NN ini_PR ?_Z Lebih_RB baik_JJ dia_PRP bernyanyi_VB acapela_NN daripada_SC	diiringi_VB olehnya_NN	._Z "_Z Baik_JJ ,_Z hadirin_NN ._Z "_Z Padre_NN mengabaikan_VB ekspresi_NN	D_novel	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=110	8509626	8509627
112	B3A19003	lebih melek politik . Dunia internet terlalu sempit jika hanya	diisi oleh mereka	yang haus kekuasaan melalui politik . Mulai kesadaran tentang nasib	lebih_RB melek_VB politik_NN ._Z Dunia_NN internet_NN terlalu_RB sempit_JJ jika_SC hanya_RB	diisi_VB oleh_IN mereka_PRP	yang_SC haus_JJ kekuasaan_NN melalui_IN politik_NN ._Z Mulai_VB kesadaran_NN tentang_IN nasib_NN	B_majalah	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=111	3625692	3625694
113	H1A16004	cukup strategis untuk mencapai posisi KSAU . Umumnya , KSAU	dijabat oleh mereka	yang sebelumnya sedang berada atau pemah di bawah jalur komando	cukup_RB strategis_JJ untuk_SC mencapai_VB posisi_NN KSAU_NN ._Z Umumnya_NN ,_Z KSAU_NN	dijabat_VB oleh_IN mereka_PRP	yang_SC sebelumnya_SC sedang_MD berada_VB atau_CC pemah_NN di_IN bawah_NN jalur_NN komando_NN	H_biografi	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=112	18187528	18187530
114	C1A14040	A sampai Z , tentang taktik pemenangan dirinya yang harus	dijalankan oleh mereka	, tentang bagaimana caranya mengumpulkan dana dan bagaimana caranya mengoptimalkan	A_NNP sampai_IN Z_NN ,_Z tentang_IN taktik_NN pemenangan_NN dirinya_NN yang_SC harus_MD	dijalankan_VB oleh_IN mereka_PRP	,_Z tentang_IN bagaimana_WH caranya_NN mengumpulkan_VB dana_NN dan_CC bagaimana_WH caranya_NN mengoptimalkan_VB	C_cerpen	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=113	4800447	4800449
115	E1D19003	rumah tangga , tentunya ada aturan rumah tangga yang harus	dijalankan oleh mereka	yang terlibat , seperti siapa yang mencari nafkah dan siapa	rumah_NN tangga_NN ,_Z tentunya_JJ ada_VB aturan_NN rumah_NN tangga_NN yang_SC harus_MD	dijalankan_VB oleh_IN mereka_PRP	yang_SC terlibat_VB ,_Z seperti_IN siapa_WH yang_SC mencari_VB nafkah_NN dan_CC siapa_WH	E_buku_teks	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=114	11201131	11201133
116	G1A16004	anak buang air besar di tempat yang bersih dan mudah	dijangkau olehnya	3 ) Bila tidak ada jamban , pilih tempat untuk	anak_NN buang_VB air_NN besar_JJ di_IN tempat_NN yang_SC bersih_JJ dan_CC mudah_JJ	dijangkau_VB olehnya_NN	3_CD )_Z Bila_SC tidak_NEG ada_VB jamban_NN ,_Z pilih_VB tempat_NN untuk_SC	G_disertasi_tesis_skripsi	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=115	15350069	15350070
117	D1A14003	yang asin , berminyak , bergumpal , dan lebih baik	dijauhi oleh mereka	yang tidak punya kenekatan kuliner dan lidah tahan banting .	yang_SC asin_JJ ,_Z berminyak_VB ,_Z bergumpal_VB ,_Z dan_CC lebih_RB baik_JJ	dijauhi_VB oleh_IN mereka_PRP	yang_SC tidak_NEG punya_VB kenekatan_NN kuliner_JJ dan_CC lidah_NN tahan_JJ banting_VB ._Z	D_novel	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=116	7594018	7594020
118	I1D20001	dengan dirinya sendiri , bertanya kepada dirinya sendiri , dan	dijawab oleh dirinya	sendiri . Siapa yang akan menjadi komunikan , apakah seorang	dengan_IN dirinya_NN sendiri_PRP ,_Z bertanya_VB kepada_IN dirinya_NN sendiri_PRP ,_Z dan_CC	dijawab_VB oleh_IN dirinya_NN	sendiri_PRP ._Z Siapa_WH yang_SC akan_MD menjadi_VB komunikan_NN ,_Z apakah_SC seorang_NND	I_populer	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=117	19631941	19631943
119	C1A14074	kau harus membetulkan pintu , gembok , dan gerendel yang	dijebol olehnya	. Mulanya kau begitu tegar menahan segalanya . Dua tahun	kau_JJ harus_MD membetulkan_VB pintu_NN ,_Z gembok_NN ,_Z dan_CC gerendel_NN yang_SC	dijebol_VB olehnya_NN	._Z Mulanya_NN kau_NN begitu_RB tegar_JJ menahan_VB segalanya_RB ._Z Dua_CD tahun_NN	C_cerpen	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=118	4863458	4863459
120	K1B116001	maksimal dalam memberikan informasi kepada pemeriksa . " Jangan sampai	dijelaskan oleh mereka	yang tidak kompeten , karena jika jawaban yang diberikan tidak	maksimal_JJ dalam_IN memberikan_VB informasi_NN kepada_IN pemeriksa_NN ._Z "_Z Jangan_NEG sampai_SC	dijelaskan_VB oleh_IN mereka_PRP	yang_SC tidak_NEG kompeten_JJ ,_Z karena_SC jika_SC jawaban_NN yang_SC diberikan_VB tidak_NEG	K_laman_resmi	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=119	25242928	25242930
121	editmm01001020188	agama yang membawa keselamatan bagi semesta alam , citra yang berupaya	dikaburkan oleh mereka	yang Islamofobia . Reaksi terhadap aksi atau aksi yang menyebabkan	agama_NN yang_SC membawa_VB keselamatan bagi_NN semesta_CD alam_NN ,_Z citra_NN yang_SC berupaya_VB	dikaburkan_VB oleh_IN mereka_PRP	yang_SC Islamofobia_NN ._Z Reaksi_NN terhadap_IN aksi_NN atau_CC aksi_NN yang_SC menyebabkan_VB	A_koran	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=120	26443954	26443956
122	E1D12004	maksud dari penciptaan sebuah obyek atau suara yang secara estetika	dikagumi oleh mereka	yang melihat atau mendengarnya , dan elemen kesadaran yang berjuang	maksud_NN dari_IN penciptaan_NN sebuah_NND obyek_NN atau_CC suara_NN yang_SC secara_IN estetika_NN	dikagumi_VB oleh_IN mereka_PRP	yang_SC melihat_VB atau_CC mendengarnya_VB ,_Z dan_CC elemen_NN kesadaran_NN yang_SC berjuang_VB	E_buku_teks	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=121	9552801	9552803
123	I1E14001	tajam . Dia tidak dikalahkan oleh lawan . Tetapi dia	dikalahkan oleh dirinya	sendiri . Emosi yang tidak terkendali dan kesombongannya . Jika	tajam_JJ ._Z Dia_PRP tidak_NEG dikalahkan_VB oleh_IN lawan_NN ._Z Tetapi_CC dia_PRP	dikalahkan_VB oleh_IN dirinya_NN	sendiri_PRP ._Z Emosi_NN yang_SC tidak_NEG terkendali_VB dan_CC kesombongannya_NN ._Z Jika_SC	I_populer	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=122	19940961	19940963
124	G1A20001	berbentuk segi empat diagonal . Bila dicermati dari makna yang	dikatakan oleh beliau	, kata wala diartikan sebagai pagar/pemisah ( lihat Gambar 2.2	berbentuk_VB segi_NN empat_CD diagonal_JJ ._Z Bila_SC dicermati_VB dari_IN makna_NN yang_SC	dikatakan_VB oleh_IN beliau_PRP	,_Z kata_VB wala_NN diartikan_VB sebagai_IN pagar/pemisah_NN (_Z lihat_VB Gambar_NNP 2.2_CD	G_disertasi_tesis_skripsi	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=123	16461258	16461260
125	D1A15001	bersusah payah mengasuhnya dengan layak . Sayati dan Sujarman berhasil	dikelabui olehnya	. Anak itu kemudian menutupi segala kesedihannya dengan cara melakukan	bersusah_VB payah_JJ mengasuhnya_VB dengan_IN layak_JJ ._Z Sayati_NN dan_CC Sujarman_NN berhasil_VB	dikelabui_VB olehnya_NN	._Z Anak_NN itu_PR kemudian_CC menutupi_VB segala_CD kesedihannya_NN dengan_IN cara_NN melakukan_VB	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=124	7621516	7621517
126	G1A13004	terkait dengan masalah aset-aset yang mereka miliki seperti masjid-masjid yang	dikelola oleh mereka	merasa terambil setelah para takmir masjid bukan lagi dari kalangan	terkait_VB dengan_IN masalah_NN aset-aset_NN yang_SC mereka_PRP miliki_VB seperti_IN masjid-masjid_NN yang_SC	dikelola_VB oleh_IN mereka_PRP	merasa_VB terambil_VB setelah_SC para_DT takmir_NN masjid_NN bukan_NEG lagi_RB dari_IN kalangan_NN	G_disertasi_tesis_skripsi	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=125	14686545	14686547
127	H1A14004	seorang wartawan Kompas yang juga menjadi teman baiknya , tetapi	dikeluarkan olehnya	karena dianggap telah melanggar disiplin . Pak Ojong berkata kepada	seorang_NND wartawan_NN Kompas_NN yang_SC juga_RB menjadi_VB teman_NN baiknya_NN ,_Z tetapi_CC	dikeluarkan_VB olehnya_NN	karena_SC dianggap_VB telah_MD melanggar_VB disiplin_NN ._Z Pak_NN Ojong_NN berkata_VB kepada_IN	H_biografi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=126	17685905	17685906
128	G1A14001	ekonomi atas dari etnis-etnis tersebut . Kompleks hubungan sosial ini	dikembangkan oleh mereka	yang memiliki atribut- atribut yang kurang lebih sama , yakni	ekonomi_NN atas_NN dari_IN etnis-etnis_NN tersebut_PR ._Z Kompleks_NN hubungan_NN sosial_JJ ini_PR	dikembangkan_VB oleh_IN mereka_PRP	yang_SC memiliki_VB atribut-_NN atribut_NN yang_SC kurang_RB lebih_RB sama_JJ ,_Z yakni_SC	G_disertasi_tesis_skripsi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=127	14789320	14789322
129	G1A14001	hingga tinggi dari etnis-etnis tersebut . Kompleks hubungan sosial ini	dikembangkan oleh mereka	yang memiliki atribut-atribut yang kurang lebih sama , yakni status	hingga_IN tinggi_JJ dari_IN etnis-etnis_NN tersebut_PR ._Z Kompleks_NN hubungan_NN sosial_JJ ini_PR	dikembangkan_VB oleh_IN mereka_PRP	yang_SC memiliki_VB atribut-atribut_NN yang_SC kurang_RB lebih_RB sama_JJ ,_Z yakni_SC status_NN	G_disertasi_tesis_skripsi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=128	14845890	14845892
130	C1A14116	perlahan telah membersihkan setelan baju putih dan peci putih yang	dikenakan olehnya	. Warna-warna tanah yang menempel pada setelan baju dan peci	perlahan_JJ telah_MD membersihkan_VB setelan_NN baju_NN putih_JJ dan_CC peci_NN putih_JJ yang_SC	dikenakan_VB olehnya_NN	._Z Warna-warna_NN tanah_NN yang_SC menempel_VB pada_IN setelan_NN baju_NN dan_CC peci_NN	C_cerpen	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=129	4927536	4927537
131	B3A17006	terakhir itu agar uang yang beredar nantinya bisa diidentifikasi dan	dikenal oleh mereka	, ” kata Suhaedi . Berkaitan dengan gambar pahlawan nasional	terakhir_OD itu_PR agar_SC uang_NN yang_SC beredar_VB nantinya_NN bisa_MD diidentifikasi_VB dan_CC	dikenal_VB oleh_IN mereka_PRP	,_Z ”_NN kata_VB Suhaedi_NN ._Z Berkaitan_VB dengan_IN gambar_NN pahlawan_NN nasional_JJ	B_majalah	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=130	3135779	3135781
132	B3Y15026	Selain memberikan arahan , kita harus mau berusaha mengenal dan	dikenal oleh mereka	. Seperti saat membeli mobil baru , mesti baca manual	Selain_CC memberikan_VB arahan_NN ,_Z kita_PRP harus_MD mau_RB berusaha_VB mengenal_VB dan_CC	dikenal_VB oleh_IN mereka_PRP	._Z Seperti_IN saat_NN membeli_VB mobil_NN baru_JJ ,_Z mesti_MD baca_VB manual_NN	B_majalah	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=131	2749463	2749465
133	C1A18036	, sehingga yang tersisa hanyalah bayangan-bayangan samar yang hampir mustahil	dikenali oleh dirinya	saat ini . Ia , misalnya , tidak lagi ingat	,_Z sehingga_SC yang_SC tersisa_VB hanyalah_NN bayangan-bayangan_NN samar_JJ yang_SC hampir_RB mustahil_JJ	dikenali_VB oleh_IN dirinya_NN	saat_NN ini_PR ._Z Ia_PRP ,_Z misalnya_NN ,_Z tidak_NEG lagi_RB ingat_VB	C_cerpen	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=132	5792916	5792918
134	B3Z12091	khusus , wajah seseorang , dan posisi-posisi berdiri pun bisa	dikenali olehnya	. Bayangkan sebuah brosur yang memunculkan gambar liga dimensi di	khusus_JJ ,_Z wajah_NN seseorang_PRP ,_Z dan_CC posisi-posisi_NN berdiri_VB pun_RP bisa_MD	dikenali_VB olehnya_NN	._Z Bayangkan_VB sebuah_NND brosur_NN yang_SC memunculkan_VB gambar_NN liga_NN dimensi_NN di_IN	B_majalah	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=133	1996421	1996422
135	G1A14001	dengan perjanjian kepada donatur fee atau proyek yang diloloskan bisa	dikerjakan oleh mereka	sendiri . Rusaknya bukan di daerah , tetapi di Jakarta	dengan_IN perjanjian_NN kepada_IN donatur_NN fee_FW atau_CC proyek_NN yang_SC diloloskan_VB bisa_MD	dikerjakan_VB oleh_IN mereka_PRP	sendiri_PRP ._Z Rusaknya_NN bukan_NEG di_IN daerah_NN ,_Z tetapi_CC di_IN Jakarta_NNP	G_disertasi_tesis_skripsi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=134	14816009	14816011
136	I1H15002	yang dihasilkannya . Poin nomor ( 1 ) masih mungkin	dikerjakan oleh mereka	yang bermotif uang tapi bekerja dengan passion dia seolah-olah tidak	yang_SC dihasilkannya_VB ._Z Poin_NN nomor_NN (_Z 1_CD )_Z masih_MD mungkin_MD	dikerjakan_VB oleh_IN mereka_PRP	yang_SC bermotif_VB uang_NN tapi_CC bekerja_VB dengan_IN passion_NN dia_PRP seolah-olah_SC tidak_NEG	I_populer	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=135	20953101	20953103
137	H1A11002	tindakan-tindakan lahiriahnya , bukan oleh niat . “Niat itu hanya	diketahui oleh dia	dan Tuhan saja , " katanya . Wahid berupaya membumikan	tindakan-tindakan_NN lahiriahnya_NN ,_Z bukan_NEG oleh_IN niat_NN ._Z “Niat_NN itu_PR hanya_RB	diketahui_VB oleh_IN dia_PRP	dan_CC Tuhan_NNP saja_RB ,_Z "_Z katanya_NN ._Z Wahid_NNP berupaya_VB membumikan_VB	H_biografi	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=136	16752787	16752789
138	A2KZ16011	peran tersebut tidak mendukung kepentingannya sekarang ini , yang hanya	diketahui oleh dirinya	sendiri . Tentu ini bukan kesalahan Ahok , melainkan kesalahan	peran_NN tersebut_PR tidak_NEG mendukung_VB kepentingannya_NN sekarang_NN ini_PR ,_Z yang_SC hanya_RB	diketahui_VB oleh_IN dirinya_NN	sendiri_PRP ._Z Tentu_RB ini_PR bukan_NEG kesalahan_NN Ahok_NN ,_Z melainkan_CC kesalahan_NN	A_koran	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=137	919960	919962
139	I1C20001	Jawaban siswa digunakan untuk mengetahui hal-hal apa saja yang telah	diketahui oleh mereka	. Pada fase ini pula siswa diajak membuat prediksi-prediksi tentang	Jawaban_NN siswa_NN digunakan_VB untuk_SC mengetahui_VB hal-hal_NN apa_WH saja_RB yang_SC telah_MD	diketahui_VB oleh_IN mereka_PRP	._Z Pada_IN fase_NN ini_PR pula_RB siswa_NN diajak_VB membuat_VB prediksi-prediksi_NN tentang_IN	I_populer	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=138	19512892	19512894
140	D1A19002	yang dipanggil usi . Batas-batas wilayahnya pun kabur dan hanya	diketahui oleh mereka	sendiri . Mereka tidak punya huruf dan hukum tidak dituliskan	yang_SC dipanggil_VB usi_NN ._Z Batas-batas_NN wilayahnya_NN pun_RP kabur_VB dan_CC hanya_RB	diketahui_VB oleh_IN mereka_PRP	sendiri_PRP ._Z Mereka_PRP tidak_NEG punya_VB huruf_NN dan_CC hukum_NN tidak_NEG dituliskan_VB	D_novel	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=139	8692941	8692943
141	D1A18004	Hong Kong . Kita tidak bisa masuk ke sana tanpa	diketahui olehnya	, apalagi memasukkan ratusan tukang pukul . Sebelum kita menyerang	Hong_NNP Kong_NNP ._Z Kita_PRP tidak_NEG bisa_MD masuk_VB ke_IN sana_PR tanpa_SC	diketahui_VB olehnya_NN	,_Z apalagi_CC memasukkan_VB ratusan_CD tukang_NN pukul_NN ._Z Sebelum_SC kita_PRP menyerang_VB	D_novel	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=140	8538463	8538464
142	J1A11006	Pasal 134 huruf b , dan Pasal 135 yang patut	diketahui olehnya	dipidana dengan pidana penjara paling lama 5 ( lima )	Pasal_NN 134_CD huruf_NN b_NN ,_Z dan_CC Pasal_NNP 135_CD yang_SC patut_JJ	diketahui_VB olehnya_NN	dipidana_VB dengan_IN pidana_NN penjara_NN paling_RB lama_JJ 5_CD (_Z lima_CD )_Z	J_perundangan	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=141	21514297	21514298
143	F1A11013	aneka kebutuhan . Nama koperasi digunakan karena nama itulah yang	diketahui olehnya	yang paling mendekati apa yang ditanamkan peneliti selama proses diskusi	aneka_CD kebutuhan_NN ._Z Nama_NN koperasi_NN digunakan_VB karena_SC nama_NN itulah_PR yang_SC	diketahui_VB olehnya_NN	yang_SC paling_RB mendekati_VB apa_WH yang_SC ditanamkan_VB peneliti_NN selama_IN proses_NN diskusi_NN	F_jurnal	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=142	11647688	11647689
144	D1A15001	menerus menarik lengan Inggrid dengan kasar . Seperti apa yang	dikomando olehnya	, aku berlari keluar sambil membawa tas yang dilemparkan Inggrid	menerus_VB menarik_VB lengan_NN Inggrid_NN dengan_SC kasar_JJ ._Z Seperti_IN apa_WH yang_SC	dikomando_VB olehnya_NN	,_Z aku_VB berlari_VB keluar_VB sambil_SC membawa_VB tas_NN yang_SC dilemparkan_VB Inggrid_NN	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=143	7658243	7658244
145	H1A14004	dasar-dasar jurnalistik . Tulisan-tulisan saya yang pertama langsung diperiksa dan	dikoreksi olehnya	. Naskah saya jadi penuh coretan merah . Dialah yang	dasar-dasar_NN jurnalistik_NN ._Z Tulisan-tulisan_NN saya_PRP yang_SC pertama_OD langsung_RB diperiksa_VB dan_CC	dikoreksi_VB olehnya_NN	._Z Naskah_NN saya_PRP jadi_VB penuh_JJ coretan_NN merah_JJ ._Z Dialah_NN yang_SC	H_biografi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=144	17629920	17629921
146	D1A18004	dengan Otets dan Hiro , bisnis Keluarga Dragon tetap akan	dikuasai oleh mereka	sendiri . Selama enam bulan ke depan , Keluarga Yamaguchi	dengan_IN Otets_NN dan_CC Hiro_NN ,_Z bisnis_NN Keluarga_NN Dragon_NN tetap_RB akan_MD	dikuasai_VB oleh_IN mereka_PRP	sendiri_PRP ._Z Selama_IN enam_CD bulan_NN ke_IN depan_NN ,_Z Keluarga_NN Yamaguchi_NN	D_novel	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=145	8554654	8554656
